Tau_CR,Tau_DH
0.3135857880115509,5.0
0.30357223749160767,0.352645605802536
0.2935594618320465,0.3507673144340515
0.2835474908351898,0.3175007402896881
0.27353623509407043,0.32706451416015625
0.26352572441101074,0.2962222397327423
0.2535158693790436,0.2651416063308716
0.24350669980049133,0.3056134581565857
0.23349812626838684,0.2763766646385193
0.2234901487827301,0.274566650390625
0.2134827971458435,0.2685122489929199
0.2034759372472763,0.3214198052883148
0.19346967339515686,0.26409822702407837
