Tau_CR,Tau_DH
0.31008997559547424,5.0
0.31008997559547424,5.0
0.3000675439834595,0.37097272276878357
0.29004642367362976,0.3947780728340149
0.2800266444683075,0.32409700751304626
0.2700081467628479,0.27477651834487915
0.2599908411502838,0.3427290618419647
0.24997463822364807,0.35415247082710266
0.2399595081806183,0.30513831973075867
0.22994539141654968,0.28905966877937317
0.21993236243724823,0.3147548735141754
0.20992033183574677,0.2938444912433624
0.19990916550159454,0.23199787735939026
