Tau_CR,Tau_DH
0.30457326769828796,5.0
0.30457326769828796,5.0
0.29457148909568787,0.29696184396743774
0.28457173705101013,0.2884247601032257
0.27457335591316223,0.27942949533462524
0.26457586884498596,0.2733019292354584
0.25457894802093506,0.24700045585632324
0.24458231031894684,0.2467070072889328
0.23458576202392578,0.23862706124782562
0.2245892584323883,0.22528138756752014
0.21459253132343292,0.22902661561965942
0.2045956552028656,0.21361029148101807
0.1945984810590744,0.19949333369731903
