Tau_CR,Tau_DH
0.3156498670578003,5.0
0.3056411147117615,0.3337584137916565
0.29563289880752563,0.3482762575149536
0.285625159740448,0.33594900369644165
0.2756178677082062,0.3028160631656647
0.26561102271080017,0.3263239860534668
0.2556045949459076,0.27957800030708313
0.24559862911701202,0.3077861964702606
0.2355930209159851,0.2877565920352936
0.22558781504631042,0.2877565920352936
0.215582937002182,0.2535165846347809
0.20557846128940582,0.2746182978153229
0.19557428359985352,0.24771566689014435
