Tau_CR,Tau_DH
0.3168575167655945,5.0
0.3068506419658661,5.0
0.2968442142009735,0.29530346393585205
0.2868381440639496,0.29524654150009155
0.2768324613571167,0.29256942868232727
0.26682713627815247,0.28322306275367737
0.2568221390247345,0.26740822196006775
0.2468174695968628,0.26740822196006775
0.23681311309337616,0.25699886679649353
0.2268090397119522,0.23615217208862305
0.21680527925491333,0.23197337985038757
0.20680180191993713,0.22764933109283447
0.19679859280586243,0.2258913815021515
