Tau_CR,Tau_DH
0.312710165977478,5.0
0.312710165977478,5.0
0.30269870162010193,0.29449617862701416
0.29268786311149597,0.2988692820072174
0.28267765045166016,0.26413390040397644
0.27266815304756165,0.2793443500995636
0.2626592516899109,0.26054349541664124
0.2526509463787079,0.26263296604156494
0.24264317750930786,0.24580532312393188
0.2326359897851944,0.2455979883670807
0.22262927889823914,0.23290999233722687
0.21262308955192566,0.2332756221294403
0.202617347240448,0.21542851626873016
0.19261202216148376,0.2217176854610443
