Tau_CR,Tau_DH
0.31405505537986755,5.0
0.3040473461151123,5.0
0.29404008388519287,0.3013969957828522
0.28403326869010925,0.3013969957828522
0.2740268409252167,0.2914823889732361
0.2640208899974823,0.2771942615509033
0.2540152966976166,0.2800869941711426
0.24401003122329712,0.25859126448631287
0.2340051531791687,0.26055580377578735
0.22400066256523132,0.24230755865573883
0.21399644017219543,0.24278883635997772
0.203992560505867,0.23346780240535736
0.19398896396160126,0.21793900430202484
