Tau_CR,Tau_DH
0.3130657970905304,5.0
0.30305343866348267,0.36347538232803345
0.29304182529449463,0.37014421820640564
0.2830308973789215,0.29583314061164856
0.2730207145214081,0.3591059148311615
0.26301121711730957,0.3098450005054474
0.2530023753643036,0.31026583909988403
0.24299412965774536,0.3416716456413269
0.23298652470111847,0.23962697386741638
0.22297945618629456,0.3183305561542511
0.212972953915596,0.3365872800350189
0.20296694338321686,0.3184834420681
0.1929614543914795,0.3015062212944031
