Tau_CR,Tau_DH
0.3172208368778229,5.0
0.3072105646133423,5.0
0.29720091819763184,0.33842623233795166
0.28719180822372437,0.32950788736343384
0.27718329429626465,0.3141137361526489
0.2671753168106079,0.2864701449871063
0.25716787576675415,0.29974502325057983
0.2471609115600586,0.2656897008419037
0.23715445399284363,0.28052473068237305
0.22714842855930328,0.285643070936203
0.21714283525943756,0.268777072429657
0.20713765919208527,0.25550737977027893
0.1971329003572464,0.2444833517074585
