Tau_CR,Tau_DH
0.3193257451057434,5.0
0.30931827425956726,0.32415884733200073
0.2993113100528717,0.3051898777484894
0.2893046438694,0.3124980330467224
0.27929842472076416,0.29916679859161377
0.26929256319999695,0.28254079818725586
0.259287029504776,0.2875917851924896
0.2492818832397461,0.2634923458099365
0.23927704989910126,0.25945746898651123
0.2292725294828415,0.25287073850631714
0.219268336892128,0.2400895059108734
0.20926445722579956,0.23597846925258636
0.19926081597805023,0.2274978905916214
