Tau_CR,Tau_DH
0.31012964248657227,5.0
0.3001224100589752,0.3028140664100647
0.2901155948638916,0.2934015989303589
0.280109167098999,0.27969595789909363
0.27010318636894226,0.2729014456272125
0.26009759306907654,0.26635465025901794
0.2500923275947571,0.2545749247074127
0.24008746445178986,0.2501969635486603
0.2300829291343689,0.23092998564243317
0.22007867693901062,0.22748513519763947
0.2100747972726822,0.21802836656570435
0.20007118582725525,0.20315462350845337
0.1900678426027298,0.1995675265789032
