Tau_CR,Tau_DH
0.30042821168899536,5.0
0.30042821168899536,0.35398539900779724
0.2904132902622223,0.3595070540904999
0.2803993821144104,0.4240429699420929
0.2603742182254791,0.40529558062553406
0.2603742182254791,0.36381715536117554
0.24035263061523438,0.3657503128051758
0.23034293949604034,0.36625295877456665
0.23034293949604034,0.3355974555015564
0.22033405303955078,0.43221205472946167
0.2003183662891388,0.4498193562030792
0.2003183662891388,0.4213387668132782
0.18030516803264618,0.40838417410850525
