Tau_CR,Tau_DH
0.3157537281513214,5.0
0.30574384331703186,5.0
0.2957344949245453,0.33153969049453735
0.28572574257850647,0.3456961214542389
0.27571746706962585,0.3598487973213196
0.2657097280025482,0.3260245621204376
0.25570249557495117,0.33306410908699036
0.24569569528102875,0.29982560873031616
0.23568935692310333,0.2956172823905945
0.22568346560001373,0.2956172823905945
0.21567796170711517,0.2781587839126587
0.20567287504673004,0.27274876832962036
0.19566817581653595,0.24286633729934692
