Tau_CR,Tau_DH
0.3055332899093628,5.0
0.3055332899093628,5.0
0.29552748799324036,0.2785566747188568
0.2855220437049866,0.2954444885253906
0.27551695704460144,0.279384046792984
0.2655121684074402,0.2715079188346863
0.2555077075958252,0.2632714807987213
0.2455035150051117,0.23878610134124756
0.23549968004226685,0.238448366522789
0.22549602389335632,0.21742147207260132
0.21549268066883087,0.21891318261623383
0.2054896503686905,0.21434944868087769
0.18548423051834106,0.22693799436092377
