Tau_CR,Tau_DH
0.31222617626190186,5.0
0.30222010612487793,0.29398974776268005
0.29221439361572266,0.2948873043060303
0.2822090685367584,0.28317156434059143
0.27220407128334045,0.26796916127204895
0.26219937205314636,0.25770139694213867
0.25219497084617615,0.26032373309135437
0.2421909123659134,0.24422921240329742
0.23218709230422974,0.23887896537780762
0.22218357026576996,0.22975917160511017
0.21218031644821167,0.22357861697673798
0.20217731595039368,0.21431861817836761
0.1921745240688324,0.1996665745973587
