Tau_CR,Tau_DH
0.3055681884288788,5.0
0.2955372929573059,0.29995664954185486
0.2955372929573059,0.29995664954185486
0.28551456332206726,0.29900187253952026
0.2754981219768524,0.2803198993206024
0.26548632979393005,0.2628815174102783
0.2554781138896942,0.25790730118751526
0.24547246098518372,0.25868988037109375
0.22546635568141937,0.2540890574455261
0.22546635568141937,0.2540890574455261
0.21546496450901031,0.24915549159049988
0.20546425879001617,0.2454698085784912
0.19546402990818024,0.23499152064323425
