Tau_CR,Tau_DH
0.31993377208709717,5.0
0.3099273145198822,5.0
0.2999212443828583,0.3000309467315674
0.2899155616760254,0.2859761416912079
0.279910147190094,0.2859761416912079
0.269905149936676,0.26587891578674316
0.25990042090415955,0.26587891578674316
0.24989603459835052,0.25379958748817444
0.23989194631576538,0.2536088824272156
0.22988812625408173,0.24379175901412964
0.21988457441329956,0.23460936546325684
0.20988130569458008,0.22382858395576477
0.1998782902956009,0.21432918310165405
