Tau_CR,Tau_DH
0.3152371346950531,5.0
0.3053860068321228,0.39008140563964844
0.2955239415168762,0.39008140563964844
0.28565099835395813,0.34672051668167114
0.2757682502269745,0.258096843957901
0.2658759653568268,0.28998270630836487
0.2559746503829956,0.4710705876350403
0.24606531858444214,0.35722488164901733
0.23614783585071564,0.27805644273757935
0.2262231558561325,0.27805644273757935
0.2162916362285614,0.31667622923851013
0.20635390281677246,0.31667622923851013
0.19640998542308807,0.28313106298446655
