V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
3.5,90,0,0,--,3,True,True,False,--,0.518,-85.243,3.501,90.014,3.501,90.014,0.23,0.289,-0.001,0.805,1.014,--,-103.702,103.702,-16.918,-0.86,2.944,0,0,0,0,--,0.61,[0.999 1.    0.749 0.315 0.884 0.172 0.75 ],[ 0.501 -0.087  0.012  0.074],[-90. -80.],--,0,1,0,0,0,0
4,15,0,0,--,0,False,False,False,--,0.54,-89.862,3.997,14.938,3.997,14.938,0.249,0.451,8.314,0.256,0.465,--,0,0,0,0,0,0,0,0,0,--,0.052,[0.985 1.    0.    0.    0.    0.    0.   ],[ 0.549 -0.951  0.015  0.215],[-90. -80.],--,0,0,0,0,1,0
4,20,0,0,--,3,False,True,False,--,0.519,-89.681,3.998,19.977,3.998,19.977,0.242,0.394,6.984,0.33,0.538,--,-129.646,129.646,-18.693,2.677,0.591,0,0,0,0,--,0.84,[0.991 1.    0.261 0.901 0.705 0.807 1.   ],[ 0.513 -0.912  0.014  0.17 ],[-90. -80.],--,1,0,0,0,0,0
4,25,0,0,--,3,False,True,False,--,0.537,-88.82,3.998,24.987,3.998,24.987,0.238,0.361,5.937,0.402,0.61,--,-128.274,128.274,-18.504,2.561,0.913,0,0,0,0,--,0.819,[0.994 1.    0.14  0.852 0.716 0.788 1.   ],[ 0.515 -0.861  0.015  0.161],[-90. -80.],--,1,0,0,0,0,0
4,30,0,0,--,3,False,True,False,--,0.515,-89.147,3.999,29.995,3.999,29.995,0.248,0.352,4.924,0.495,0.703,--,-128.799,128.799,-18.575,2.394,1.224,0,0,0,0,--,0.822,[0.992 1.    0.203 0.807 0.712 0.795 1.   ],[ 0.485 -0.743  0.02   0.175],[-90. -80.],--,1,0,0,0,0,0
4,35,0,0,--,3,False,True,False,--,0.52,-88.694,3.999,34.993,3.999,34.993,0.24,0.331,4.318,0.551,0.759,--,-117.588,117.588,-18.088,2.278,1.646,0,0,0,0,--,0.778,[0.997 1.    0.159 0.653 0.796 0.641 1.   ],[ 0.501 -0.698  0.018  0.155],[-90. -80.],--,1,0,0,0,0,0
4,40,0,0,--,3,False,True,False,--,0.533,-88.985,3.999,39.995,3.999,39.995,0.225,0.306,3.893,0.579,0.787,--,-107.745,107.745,-17.62,2.14,2.045,0,0,0,0,--,0.742,[0.999 1.    0.175 0.501 0.86  0.505 1.   ],[ 0.534 -0.703  0.015  0.125],[-90. -80.],--,1,0,0,0,0,0
4,45,0,0,--,3,False,True,False,--,0.502,-88.545,3.998,44.991,3.998,44.991,0.24,0.313,3.192,0.678,0.886,--,-117.367,117.367,-18.056,1.833,2.179,0,0,0,0,--,0.775,[0.999 1.    0.258 0.531 0.798 0.638 1.   ],[ 0.496 -0.509  0.018  0.134],[-90. -80.],--,1,0,0,0,0,0
4,50,0,0,--,3,False,True,False,--,0.525,-87.3,3.998,49.996,3.998,49.996,0.225,0.293,2.865,0.689,0.897,--,-105.484,105.484,-17.267,1.681,2.529,0,0,0,0,--,0.742,[0.999 1.    0.227 0.459 0.874 0.497 1.   ],[ 0.53  -0.536  0.014  0.11 ],[-90. -80.],--,1,0,0,0,0,0
4,55,0,0,--,3,False,True,False,--,0.513,-86.954,3.998,54.996,3.998,54.996,0.229,0.292,2.396,0.749,0.957,--,-105.018,105.018,-17.195,1.411,2.739,0,0,0,0,--,0.745,[0.999 1.    0.272 0.44  0.877 0.496 1.   ],[ 0.519 -0.414  0.015  0.108],[-90. -80.],--,1,0,0,0,0,0
4,60,0,0,--,3,False,True,False,--,0.51,-86.21,3.998,59.999,3.998,59.999,0.238,0.298,1.939,0.823,1.031,--,-113.953,113.953,-17.553,1.053,2.807,0,0,0,0,--,0.769,[0.999 1.    0.361 0.446 0.821 0.591 1.   ],[ 0.507 -0.313  0.016  0.109],[-90. -80.],--,1,0,0,0,0,0
4,65,0,0,--,3,False,True,False,--,0.515,-86.114,3.998,65.001,3.998,65.001,0.243,0.301,1.551,0.881,1.089,--,-114.818,114.818,-17.575,0.739,2.955,0,0,0,0,--,0.779,[0.999 1.    0.447 0.43  0.815 0.603 1.   ],[ 0.5   -0.283  0.014  0.096],[-90. -80.],--,1,0,0,0,0,0
4,70,0,0,--,3,True,True,False,--,0.515,-86.062,3.998,70.005,3.998,70.005,0.233,0.289,1.26,0.877,1.085,--,-113.733,113.733,-17.521,0.424,3.101,0,0,0,0,--,0.672,[1.    1.    0.472 0.41  0.822 0.588 0.75 ],[ 0.514 -0.311  0.01   0.074],[-90. -80.],--,0,1,0,0,0,0
4,75,0,0,--,3,True,True,False,--,0.508,-86.753,3.998,75.008,3.998,75.008,0.236,0.29,0.923,0.912,1.12,--,-114.744,114.744,-17.67,0.077,3.208,0,0,0,0,--,0.682,[0.999 1.    0.565 0.395 0.816 0.602 0.75 ],[ 0.512 -0.289  0.009  0.065],[-90. -80.],--,0,1,0,0,0,0
4,80,0,0,--,3,True,True,False,--,0.513,-85.656,3.996,80.005,3.996,80.005,0.244,0.297,0.594,0.959,1.167,--,-113.251,113.251,-17.442,-0.242,3.276,0,0,0,0,--,0.598,[0.999 1.    0.665 0.375 0.826 0.158 0.75 ],[ 0.515 -0.219  0.011  0.07 ],[-90. -80.],--,0,1,0,0,0,0
4,85,0,0,--,3,True,True,False,--,0.506,-85.919,3.999,85.015,3.999,85.015,0.244,0.296,0.295,0.972,1.18,--,-113.524,113.524,-17.49,-0.592,3.327,0,0,0,0,--,0.608,[1.    1.    0.78  0.36  0.824 0.157 0.75 ],[ 0.508 -0.166  0.011  0.072],[-90. -80.],--,0,1,0,0,0,0
4,90,0,0,--,3,True,True,False,--,0.505,-85.585,3.989,90.018,3.989,90.018,0.248,0.3,-0.001,0.988,1.197,--,-123.18,123.18,-17.795,-0.996,3.208,0,0,0,0,--,0.622,[0.999 1.    1.    0.367 0.755 0.142 0.75 ],[ 0.477 -0.002  0.013  0.078],[-90. -80.],--,0,1,0,0,0,0
