V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_CM_trg,Theta_x_CM_trg,Tau_DH_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
4.0,20.0,0.0,0,--,3,False,True,False,--,0.526,-84.757,3.999,19.98,3.999,19.98,0.192,0.292,9.425,0.196,0.345,7.983,0.263,0.471,--,-101.974,101.974,-16.719,2.921,0.817,0.0,0.0,0.0,0.0,--,0.755,[0.999 1.    0.1   0.691 0.893 0.492 1.   ],[0.416 0.024 0.071 0.008],[-90. -80.],--,1,0,0,0,0,0
4.0,20.0,0.0,1,--,3,True,True,False,--,0.555,-84.794,3.998,19.97,3.998,19.97,0.159,0.259,10.628,0.176,0.312,8.83,0.217,0.426,--,-67.076,67.076,-13.593,3.307,1.124,0.0,0.0,0.0,0.0,--,0.622,[1.    1.    0.082 0.457 0.999 0.437 0.75 ],[0.569 0.05  0.05  0.005],[-90. -80.],--,0,1,0,0,0,0
4.0,25.0,0.0,0,--,0,True,False,False,--,0.598,-84.731,4.0,25.013,4.0,25.013,0.044,0.125,17.165,0.144,0.167,12.801,0.075,0.283,--,-15.597,15.597,-6.313,3.613,1.658,0.0,0.0,0.0,0.0,--,0.125,[0.92  1.    0.    0.    0.    0.358 0.   ],[0.62  0.054 0.046 0.004],[-90. -80.],--,0,0,0,0,0,1
4.0,25.0,0.0,1,--,0,True,False,False,--,0.508,-84.753,4.0,25.012,4.0,25.012,0.092,0.172,12.431,0.17,0.215,9.969,0.156,0.364,--,-28.583,28.583,-8.718,3.538,1.619,0.0,0.0,0.0,0.0,--,0.13,[0.946 1.    0.    0.    0.    0.378 0.   ],[0.385 0.017 0.079 0.01 ],[-90. -80.],--,0,0,0,0,0,1
