Tau_CM,Tau_DH
0.31249186396598816,5.0
0.31249186396598816,5.0
0.3024844527244568,0.36460986733436584
0.29247748851776123,0.3252860903739929
0.2824709713459015,0.33811265230178833
0.2724648416042328,0.3078451156616211
0.2624591290950775,0.3231251835823059
0.2524538040161133,0.30673134326934814
0.2424488514661789,0.2886066734790802
0.23244421184062958,0.3021724820137024
0.2124359905719757,0.28654199838638306
0.2124359905719757,0.27597102522850037
0.20243234932422638,0.26592859625816345
0.19242897629737854,0.2325197160243988
0.18242591619491577,0.2371252030134201
0.1724230796098709,0.22369283437728882
0.16242052614688873,0.2084786742925644
0.15241816639900208,0.18080675601959229
0.1424161046743393,0.17131808400154114
