Tau_CM,Tau_DH
0.5389260649681091,5.0
0.5389260649681091,5.0
0.5289081931114197,0.44446447491645813
0.518890917301178,0.45984962582588196
0.5088742971420288,0.4696917235851288
0.49885839223861694,0.448939710855484
0.48884308338165283,0.4673987030982971
0.47882843017578125,0.4496837556362152
0.4688143730163574,0.44416046142578125
0.45880091190338135,0.42844700813293457
0.44878801703453064,0.43119704723358154
0.4387757480144501,0.3863871395587921
0.4287640154361725,0.41211429238319397
0.4187527894973755,0.40879154205322266
0.40874210000038147,0.3917232155799866
0.39873191714286804,0.39439913630485535
0.38872218132019043,0.4040749669075012
0.3787130117416382,0.3965516984462738
0.368704229593277,0.4060034453868866
0.3586958944797516,0.3858667016029358
0.3486880362033844,0.3980714976787567
0.33868059515953064,0.39106476306915283
0.3286735415458679,0.38083428144454956
0.31866687536239624,0.3574437201023102
0.3086605966091156,0.37293729186058044
0.2986546754837036,0.35831916332244873
0.2886491119861603,0.31595537066459656
0.2786438465118408,0.30904608964920044
0.26863893866539,0.3087180554866791
0.2586343586444855,0.3201250731945038
0.24863006174564362,0.3180919289588928
0.23862604796886444,0.3383601903915405
0.22862230241298676,0.33270910382270813
0.20861560106277466,0.3470383584499359
0.20861560106277466,0.387155681848526
0.19861261546611786,0.40471264719963074
0.18860986828804016,0.3405448794364929
0.17860734462738037,0.3752344846725464
0.1686049997806549,0.30228176712989807
0.15860287845134735,0.2655452489852905
0.1486009806394577,0.2592109441757202
0.13859923183918,0.26788070797920227
0.1285976618528366,0.2778940200805664
0.11859624087810516,0.2891806960105896
0.10859499871730804,0.2999741733074188
0.09859387576580048,0.3327639400959015
0.08859293162822723,0.35843655467033386
0.07859207689762115,0.45300614833831787
0.06859137117862701,0.5081548690795898
0.05859074741601944,0.4892011284828186
0.04859025031328201,0.35400390625
