Tau_CR,Tau_DH
0.332220196723938,5.0
0.332220196723938,0.4550548195838928
0.3222530782222748,0.41769906878471375
0.3122824430465698,0.48721060156822205
0.30230867862701416,0.3302118182182312
0.29233184456825256,0.3515770435333252
0.2823524475097656,0.38711386919021606
0.272370308637619,0.3765690326690674
0.2623859643936157,0.35761019587516785
0.25239965319633484,0.29550617933273315
0.24241137504577637,0.30610716342926025
0.2324211299419403,0.4211556911468506
0.22242936491966248,0.4674772322177887
0.2124362736940384,0.31640198826789856
0.20244182646274567,0.39300331473350525
0.19244623184204102,0.33509016036987305
0.1824493706226349,0.31198862195014954
0.1724519431591034,0.3873458206653595
0.16245360672473907,0.30565136671066284
0.15245449542999268,0.3104096055030823
0.14245477318763733,0.30189865827560425
