Tau_CR,Tau_DH
0.3320036232471466,5.0
0.3320036232471466,0.3768676817417145
0.3119865357875824,0.34673038125038147
0.3019786775112152,0.3724011480808258
0.3019786775112152,0.3422754406929016
0.28196436166763306,0.3346874415874481
0.2719578444957733,0.33210963010787964
0.2719578444957733,0.3071202039718628
0.2619517147541046,0.30959466099739075
0.25194603204727173,0.2935802936553955
0.2419407218694687,0.2832816541194916
0.23193573951721191,0.2896750867366791
0.22193114459514618,0.25415900349617004
0.21192681789398193,0.2491530030965805
0.20192286372184753,0.2393438071012497
0.19191917777061462,0.23326709866523743
0.18191583454608917,0.24070142209529877
0.17191272974014282,0.21250011026859283
0.16190989315509796,0.22182418406009674
0.14190499484539032,0.21012087166309357
