Tau_CR,Tau_DH
0.3386794328689575,5.0
0.3386794328689575,0.36141347885131836
0.32867178320884705,0.34629377722740173
0.3186646103858948,0.335927277803421
0.30865779519081116,0.3406539857387543
0.29865142703056335,0.3113027513027191
0.2886453866958618,0.30747631192207336
0.2786397337913513,0.30822253227233887
0.2586294710636139,0.29749104380607605
0.2586294710636139,0.29747653007507324
0.2486248016357422,0.2716827988624573
0.23862048983573914,0.2549222409725189
0.22861643135547638,0.2640237808227539
0.2186126857995987,0.2541796863079071
0.2086092233657837,0.23891407251358032
0.1986059993505478,0.22298669815063477
0.18860304355621338,0.20505978167057037
0.1786002814769745,0.21515846252441406
0.16859778761863708,0.20105008780956268
0.1585955172777176,0.19212917983531952
0.14859342575073242,0.1759718507528305
