Tau_CR,Tau_DH
0.3338497281074524,5.0
0.3338497281074524,0.3983534574508667
0.3138284981250763,0.400506854057312
0.30381882190704346,0.37988150119781494
0.2938096821308136,0.37988150119781494
0.2938096821308136,0.3780808746814728
0.2838011085987091,0.34449607133865356
0.26378560066223145,0.34359458088874817
0.26378560066223145,0.3062402307987213
0.24377204477787018,0.32205304503440857
0.24377204477787018,0.32205304503440857
0.22376036643981934,0.2938995063304901
0.22376036643981934,0.28443408012390137
0.21375510096549988,0.24793483316898346
0.19374585151672363,0.24858951568603516
0.1837417334318161,0.2541387677192688
0.17373797297477722,0.25088927149772644
0.1637345850467682,0.25737836956977844
0.15373143553733826,0.23043550550937653
0.14372862875461578,0.24208790063858032
