Tau_CM,Tau_DH
0.4836197793483734,5.0
0.4836197793483734,5.0
0.4635988473892212,0.42819175124168396
0.4635988473892212,0.42819175124168396
0.4535891115665436,0.40393969416618347
0.4435798227787018,0.4155789315700531
0.4335709512233734,0.3946263790130615
0.42356255650520325,0.39491400122642517
0.4135545492172241,0.38687577843666077
0.40354692935943604,0.36997830867767334
0.3835327923297882,0.36003950238227844
0.37352633476257324,0.3581562340259552
0.37352633476257324,0.3581562340259552
0.36352017521858215,0.3464416563510895
0.3535144031047821,0.33634382486343384
0.3435089588165283,0.3314599096775055
0.3335038125514984,0.3214496970176697
0.3234989643096924,0.30933141708374023
0.31349438428878784,0.31379199028015137
0.30349013209342957,0.29156574606895447
0.293486088514328,0.2926362454891205
0.2834823727607727,0.28135475516319275
0.2734788656234741,0.26792433857917786
0.25347256660461426,0.26435065269470215
0.25347256660461426,0.26119160652160645
0.24346977472305298,0.2465054839849472
0.23346716165542603,0.2381979525089264
0.2234647423028946,0.23122386634349823
0.21346253156661987,0.22023940086364746
0.2034604847431183,0.22102047502994537
0.1934586465358734,0.20856519043445587
