Tau_CM,Tau_DH
0.48754173517227173,5.0
0.47752660512924194,5.0
0.4675121009349823,0.36825165152549744
0.4574981927871704,0.3540129065513611
0.44748491048812866,0.35679322481155396
0.4374721944332123,0.3390488922595978
0.4274600148200989,0.337768018245697
0.41744840145111084,0.337768018245697
0.4074373245239258,0.34002259373664856
0.3974267542362213,0.32115378975868225
0.38741669058799744,0.3232577443122864
0.37740713357925415,0.31634610891342163
0.3673980236053467,0.3116275668144226
0.357389360666275,0.2973167896270752
0.3473811745643616,0.30051371455192566
0.33737340569496155,0.29823940992355347
0.32736605405807495,0.2857508659362793
0.3173590898513794,0.29107555747032166
0.3073525130748749,0.27405160665512085
0.2973463237285614,0.27759045362472534
0.2873404920101166,0.268572598695755
0.277334988117218,0.25918179750442505
0.2673298716545105,0.26108187437057495
0.25732502341270447,0.2588537037372589
0.2473205178976059,0.2534347176551819
0.23731629550457,0.25253912806510925
0.2273123413324356,0.2556435763835907
0.21730868518352509,0.24863314628601074
0.20730528235435486,0.24071216583251953
0.19730211794376373,0.23683777451515198
