Tau_CM,Tau_DH
0.48065465688705444,5.0
0.4706443250179291,5.0
0.4606344401836395,0.4198812246322632
0.4506249725818634,0.41563454270362854
0.44061601161956787,0.3478730618953705
0.4306074380874634,0.3867693245410919
0.4205993115901947,0.3589576482772827
0.41059157252311707,0.3582632839679718
0.40058422088623047,0.35850632190704346
0.3905772566795349,0.33379143476486206
0.380570650100708,0.35404112935066223
0.37056440114974976,0.3268792927265167
0.36055850982666016,0.3310491442680359
0.35055291652679443,0.3247040808200836
0.34054768085479736,0.31039130687713623
0.3305427134037018,0.31432655453681946
0.32053807377815247,0.2951154112815857
0.31053370237350464,0.29843804240226746
0.3005295991897583,0.2848404049873352
0.29052576422691345,0.2802974283695221
0.2805221974849701,0.2643462121486664
0.27051883935928345,0.2643462121486664
0.2605157494544983,0.2673690617084503
0.25051286816596985,0.26499858498573303
0.24051016569137573,0.2509465515613556
0.2305077165365219,0.2777957022190094
0.22050543129444122,0.2918679714202881
0.21050330996513367,0.23438309133052826
0.20050138235092163,0.2516024708747864
0.19049963355064392,0.26777735352516174
