Tau_CR,Tau_DH
0.33196333050727844,0.4667356312274933
0.3219488859176636,0.4667356312274933
0.3219488859176636,0.5199344754219055
0.301922470331192,0.5221194624900818
0.29191040992736816,0.4360286295413971
0.281899094581604,0.5188256502151489
0.281899094581604,0.3708677589893341
0.26187852025032043,0.4308846592903137
0.26187852025032043,0.44566938281059265
0.24186058342456818,0.4315915107727051
0.24186058342456818,0.4315915107727051
0.23185257613658905,0.35666340589523315
0.22184506058692932,0.3542328178882599
0.21183812618255615,0.3440874218940735
0.19182585179805756,0.3346383273601532
0.18182042241096497,0.31671181321144104
0.1718153953552246,0.31671181321144104
0.16181086003780365,0.29209789633750916
0.15180687606334686,0.3043738305568695
0.15180687606334686,0.3043738305568695
0.13179966807365417,0.28592193126678467
