Tau_CR,Tau_DH
0.33433759212493896,5.0
0.33433759212493896,0.37190181016921997
0.3143230974674225,0.35991913080215454
0.3143230974674225,0.3512824773788452
0.3043164014816284,0.34727707505226135
0.29431015253067017,0.3357350528240204
0.27429869771003723,0.3363150954246521
0.27429869771003723,0.3174814283847809
0.26429346203804016,0.31700557470321655
0.2442840337753296,0.3080954849720001
0.2442840337753296,0.2909291982650757
0.23427975177764893,0.2915520966053009
0.22427581250667572,0.2823351323604584
0.2042687088251114,0.2719811201095581
0.2042687088251114,0.2701302468776703
0.19426554441452026,0.23848317563533783
0.18426261842250824,0.2381916493177414
0.17425993084907532,0.24222439527511597
0.15425525605678558,0.23347142338752747
0.15425525605678558,0.21388524770736694
0.144253209233284,0.19717459380626678
