Tau_CR,Tau_DH
0.3391326665878296,5.0
0.3391326665878296,0.5485823154449463
0.32911261916160583,0.5105662941932678
0.30907613039016724,0.5699426531791687
0.30907613039016724,0.5699426531791687
0.2990596294403076,0.4849371910095215
0.2890440821647644,0.4356900751590729
0.2690161466598511,0.5114845037460327
0.2690161466598511,0.3788663148880005
0.25900352001190186,0.42802754044532776
0.24899183213710785,0.4367510974407196
0.22897085547447205,0.35669928789138794
0.22897085547447205,0.4269978702068329
0.21896155178546906,0.35280436277389526
0.20895305275917053,0.39943790435791016
0.19894498586654663,0.4109055995941162
0.17893126606941223,0.35861870646476746
0.16892513632774353,0.3650682270526886
0.15891973674297333,0.3170841336250305
0.1489146500825882,0.3235871195793152
