Tau_CR,Tau_DH
0.33924105763435364,5.0
0.33924105763435364,0.4136429727077484
0.3292303681373596,0.4175681173801422
0.31922024488449097,0.4038115441799164
0.3092106580734253,0.40591180324554443
0.299201637506485,0.4065743386745453
0.28919312357902527,0.3651682138442993
0.27918511629104614,0.36739078164100647
0.2691776156425476,0.36464163661003113
0.2591705322265625,0.35518884658813477
0.2491639107465744,0.3664655387401581
0.23915772140026093,0.31198301911354065
0.22915196418762207,0.32831141352653503
0.21914659440517426,0.3225806951522827
0.2091415822505951,0.2966427803039551
0.19913694262504578,0.31874531507492065
0.1891326755285263,0.26234549283981323
0.1791287511587143,0.28198376297950745
0.16912515461444855,0.26706743240356445
0.15912184119224548,0.23685277998447418
0.1491188257932663,0.2664179801940918
