Tau_CR,Tau_DH
0.33239755034446716,5.0
0.33239755034446716,0.44649502635002136
0.31237152218818665,0.41241922974586487
0.3023625612258911,0.37412726879119873
0.3023625612258911,0.37412726879119873
0.2923555374145508,0.41005465388298035
0.272345632314682,0.38041386008262634
0.272345632314682,0.38041386008262634
0.26234206557273865,0.3782569169998169
0.25233912467956543,0.32713982462882996
0.24233657121658325,0.34117746353149414
0.22233189642429352,0.3537343442440033
0.21232962608337402,0.32602816820144653
0.20232753455638885,0.32602816820144653
0.20232753455638885,0.2792254388332367
0.19232547283172607,0.28937241435050964
0.18232354521751404,0.278077632188797
0.16232019662857056,0.28170016407966614
0.16232019662857056,0.28170016407966614
0.1423175185918808,0.23434299230575562
