Tau_CR,Tau_DH
0.3314294219017029,5.0
0.3314294219017029,0.46436455845832825
0.3214186131954193,0.4712648391723633
0.3114084005355835,0.4245914816856384
0.3013988137245178,0.4272170662879944
0.2913897931575775,0.42762210965156555
0.2813813388347626,0.39588356018066406
0.271373450756073,0.4010509252548218
0.2613660395145416,0.37700769305229187
0.25135910511016846,0.38240236043930054
0.24135269224643707,0.39165401458740234
0.23134669661521912,0.35645753145217896
0.2213411182165146,0.33113256096839905
0.2113359421491623,0.3173830509185791
0.20133119821548462,0.30830827355384827
0.18132278323173523,0.3204840421676636
0.18132278323173523,0.3083648085594177
0.17131906747817993,0.2916146218776703
0.1613156944513321,0.26863202452659607
0.14130990207195282,0.24098056554794312
